epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,9526.76,1.1293,0.66359,1.08073,0.86311,0.83311,0.88633,0.60032,1.30214,0.6045,1.14094,0.00352037,0.00352037,0.00352037
122,9604.88,1.11527,0.6471,1.07509,0.85964,0.82914,0.88534,0.59196,1.32577,0.60938,1.14986,0.00344661,0.00344661,0.00344661
123,9683.59,1.11558,0.64675,1.07641,0.84176,0.85301,0.88613,0.59596,1.30351,0.60434,1.14075,0.00337325,0.00337325,0.00337325
124,9761.58,1.11525,0.64769,1.07189,0.86189,0.83541,0.88767,0.58575,1.3514,0.61268,1.16179,0.0033003,0.0033003,0.0033003
125,9840.1,1.10873,0.64287,1.07081,0.87142,0.82954,0.88799,0.59658,1.3102,0.60115,1.14264,0.00322778,0.00322778,0.00322778
126,9923.6,1.10968,0.64612,1.07221,0.86427,0.84328,0.88991,0.58817,1.3514,0.60954,1.16074,0.00315572,0.00315572,0.00315572
127,10004.8,1.10511,0.64048,1.06906,0.86805,0.84318,0.89265,0.59713,1.32171,0.60017,1.14728,0.00308412,0.00308412,0.00308412
128,10085.1,1.09728,0.63438,1.06418,0.86671,0.8402,0.8911,0.59468,1.32009,0.60185,1.14647,0.003013,0.003013,0.003013
129,10166.2,1.09714,0.63281,1.0661,0.86455,0.84445,0.89256,0.60168,1.3188,0.59906,1.14537,0.00294239,0.00294239,0.00294239
130,10247.4,1.0912,0.63139,1.06075,0.86566,0.84481,0.89124,0.59522,1.33069,0.60017,1.15054,0.0028723,0.0028723,0.0028723
131,10328.7,1.09118,0.62969,1.06245,0.86547,0.84316,0.89141,0.6002,1.31785,0.59419,1.1449,0.00280275,0.00280275,0.00280275
132,10409.8,1.09394,0.63371,1.06634,0.86784,0.84739,0.89491,0.60014,1.32207,0.59287,1.14701,0.00273375,0.00273375,0.00273375
133,10490.4,1.07651,0.62168,1.05406,0.87229,0.84051,0.89381,0.60062,1.31655,0.59274,1.14543,0.00266532,0.00266532,0.00266532
134,10570.7,1.07909,0.62608,1.05612,0.86909,0.83996,0.89343,0.59791,1.32277,0.59405,1.14789,0.00259748,0.00259748,0.00259748
135,10650.5,1.07592,0.62084,1.05646,0.87529,0.84562,0.89664,0.59795,1.3311,0.59444,1.15171,0.00253024,0.00253024,0.00253024
136,10730.5,1.0875,0.62895,1.05679,0.87357,0.85354,0.89927,0.60291,1.33197,0.59164,1.15012,0.00246363,0.00246363,0.00246363
137,10811.5,1.08402,0.6277,1.05811,0.88407,0.84684,0.90056,0.60917,1.30387,0.58478,1.13527,0.00239766,0.00239766,0.00239766
138,10892.7,1.06837,0.6182,1.05398,0.87813,0.85009,0.90023,0.60807,1.3091,0.58523,1.1387,0.00233234,0.00233234,0.00233234
139,10972.1,1.06629,0.61475,1.05028,0.87679,0.85469,0.90074,0.60903,1.30672,0.58313,1.13674,0.00226769,0.00226769,0.00226769
140,11053.2,1.06382,0.61202,1.04901,0.88161,0.84785,0.90032,0.60896,1.31043,0.58306,1.13796,0.00220372,0.00220372,0.00220372
141,11134.7,1.05909,0.61152,1.04574,0.87899,0.84943,0.89979,0.60845,1.31359,0.58409,1.13852,0.00214046,0.00214046,0.00214046
142,11216,1.05185,0.60383,1.04248,0.8814,0.85363,0.90232,0.61086,1.30475,0.57944,1.13555,0.00207792,0.00207792,0.00207792
143,11296.6,1.04942,0.60069,1.04358,0.88638,0.84867,0.90153,0.60854,1.31425,0.58147,1.13942,0.00201611,0.00201611,0.00201611
144,11375.1,1.04662,0.6029,1.04199,0.88236,0.84694,0.89983,0.59946,1.34831,0.58869,1.15568,0.00195505,0.00195505,0.00195505
145,11455.3,1.03971,0.59767,1.03644,0.88188,0.84649,0.89938,0.59338,1.37459,0.59521,1.16853,0.00189475,0.00189475,0.00189475
146,11537.2,1.04209,0.59801,1.03885,0.88522,0.85072,0.90198,0.60211,1.34909,0.58715,1.15591,0.00183523,0.00183523,0.00183523
147,11617.9,1.04937,0.60605,1.04259,0.89086,0.8484,0.90386,0.60424,1.33762,0.58277,1.15006,0.00177651,0.00177651,0.00177651
148,11700.1,1.03721,0.59518,1.03985,0.886,0.85459,0.90529,0.61142,1.31347,0.57637,1.13826,0.00171859,0.00171859,0.00171859
149,11781.2,1.04373,0.60004,1.04227,0.88865,0.8557,0.90642,0.61842,1.29524,0.57129,1.12983,0.00166149,0.00166149,0.00166149
150,11861.7,1.0382,0.59866,1.03583,0.88925,0.85298,0.90587,0.61011,1.3198,0.5762,1.14069,0.00160523,0.00160523,0.00160523
151,11942.5,1.0281,0.58824,1.0294,0.88321,0.85884,0.90634,0.60977,1.3139,0.57418,1.1388,0.00154982,0.00154982,0.00154982
152,12023.1,1.029,0.59044,1.03032,0.88285,0.86035,0.90702,0.60884,1.31895,0.57379,1.14071,0.00149527,0.00149527,0.00149527
153,12103.9,1.03206,0.5914,1.03252,0.88414,0.86034,0.90728,0.6128,1.30703,0.57022,1.13456,0.00144161,0.00144161,0.00144161
154,12185.1,1.02976,0.59287,1.03422,0.88699,0.85955,0.90789,0.61751,1.29302,0.56643,1.12784,0.00138883,0.00138883,0.00138883
155,12266.1,1.01494,0.57891,1.02511,0.88592,0.85953,0.90712,0.61595,1.29705,0.56748,1.12971,0.00133695,0.00133695,0.00133695
156,12347,1.01887,0.58422,1.02944,0.88534,0.86019,0.90692,0.61677,1.29599,0.56734,1.12905,0.00128599,0.00128599,0.00128599
157,12427,1.00557,0.5734,1.0204,0.88734,0.85938,0.90665,0.61923,1.29129,0.56643,1.12722,0.00123596,0.00123596,0.00123596
158,12509.6,1.00809,0.57781,1.02571,0.8861,0.85993,0.90612,0.61436,1.30227,0.56939,1.13212,0.00118687,0.00118687,0.00118687
159,12590.7,1.0173,0.58193,1.02674,0.88727,0.86074,0.90631,0.61522,1.29913,0.56735,1.13016,0.00113873,0.00113873,0.00113873
160,12672.3,1.01081,0.58142,1.02515,0.88025,0.86741,0.9063,0.61826,1.29372,0.56691,1.12776,0.00109156,0.00109156,0.00109156
161,12753.3,1.00875,0.57804,1.02353,0.88454,0.86438,0.9071,0.61968,1.29434,0.56617,1.12818,0.00104537,0.00104537,0.00104537
162,12835.4,0.9987,0.57155,1.01876,0.88932,0.86131,0.90788,0.62052,1.29486,0.56502,1.12823,0.00100016,0.00100016,0.00100016
163,12920,1.00464,0.57652,1.02147,0.89019,0.86171,0.90867,0.62086,1.29341,0.56394,1.12745,0.000955951,0.000955951,0.000955951
164,13002.5,0.99509,0.57015,1.01631,0.89021,0.86279,0.90914,0.61851,1.30033,0.56407,1.13032,0.000912754,0.000912754,0.000912754
165,13082.4,0.99376,0.56646,1.01519,0.88901,0.86439,0.90934,0.61846,1.30224,0.56367,1.13095,0.000870577,0.000870577,0.000870577
166,13162,0.9983,0.57179,1.01977,0.88651,0.8655,0.90906,0.61663,1.30868,0.56553,1.13426,0.000829431,0.000829431,0.000829431
167,13243.1,0.98903,0.56509,1.01434,0.88137,0.86886,0.90908,0.6175,1.30831,0.56559,1.13376,0.000789327,0.000789327,0.000789327
168,13325.1,0.99382,0.57116,1.01769,0.8842,0.86662,0.90903,0.6185,1.30248,0.56423,1.1309,0.000750274,0.000750274,0.000750274
169,13406.8,0.98721,0.56381,1.01407,0.88497,0.8681,0.90978,0.61802,1.30278,0.56364,1.13105,0.000712282,0.000712282,0.000712282
170,13487.8,0.99142,0.56798,1.02021,0.88615,0.86767,0.90996,0.61816,1.30178,0.56249,1.13024,0.00067536,0.00067536,0.00067536
171,13568.3,0.98286,0.56306,1.0145,0.88707,0.86767,0.91102,0.61944,1.29756,0.56044,1.12786,0.000639518,0.000639518,0.000639518
172,13647.9,0.98516,0.56566,1.01724,0.88951,0.8656,0.91122,0.6188,1.30272,0.56106,1.13052,0.000604763,0.000604763,0.000604763
173,13729.4,0.99531,0.57296,1.0183,0.88856,0.86783,0.91167,0.61674,1.30857,0.56232,1.1333,0.000571106,0.000571106,0.000571106
174,13815,0.98732,0.56522,1.01346,0.88899,0.86843,0.91215,0.61642,1.31229,0.56277,1.13491,0.000538554,0.000538554,0.000538554
175,13898.1,0.97453,0.55596,1.00753,0.88881,0.86909,0.91196,0.61443,1.31661,0.56369,1.13714,0.000507115,0.000507115,0.000507115
