epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
158,5871.77,1.58491,1.29132,1.43431,0.63341,0.48493,0.43664,0.24264,1.73797,1.35841,1.56616,0.00686314,0.00686314,0.00686314
159,5907.19,1.57487,1.28572,1.41519,0.57598,0.4606,0.41921,0.22941,1.74119,1.38467,1.55118,0.00684316,0.00684316,0.00684316
160,5942.74,1.55851,1.26383,1.4155,0.61944,0.47795,0.42946,0.22982,1.74318,1.34476,1.56606,0.00682318,0.00682318,0.00682318
161,5978.47,1.58999,1.28058,1.4289,0.65268,0.46489,0.43908,0.24803,1.75037,1.36919,1.54515,0.0068032,0.0068032,0.0068032
162,6013.48,1.5745,1.27897,1.42179,0.62945,0.47996,0.44389,0.24007,1.72266,1.36145,1.54622,0.00678322,0.00678322,0.00678322
163,6049.74,1.56927,1.27037,1.40948,0.66509,0.46312,0.46262,0.2456,1.72966,1.35853,1.54223,0.00676324,0.00676324,0.00676324
164,6085.02,1.54707,1.26245,1.40731,0.64932,0.47116,0.45939,0.25248,1.71927,1.3742,1.53652,0.00674326,0.00674326,0.00674326
165,6121.12,1.5532,1.26216,1.40038,0.64168,0.47838,0.43732,0.24646,1.72764,1.39625,1.54737,0.00672328,0.00672328,0.00672328
166,6156.35,1.56114,1.27014,1.42121,0.48789,0.46214,0.44975,0.24476,1.7188,1.37336,1.54282,0.0067033,0.0067033,0.0067033
167,6192.62,1.55746,1.2695,1.41708,0.62777,0.48467,0.4288,0.2429,1.73359,1.36608,1.55491,0.00668332,0.00668332,0.00668332
168,6227.57,1.55179,1.25238,1.39305,0.6452,0.47377,0.44986,0.2448,1.72389,1.36766,1.5455,0.00666334,0.00666334,0.00666334
169,6263.71,1.54029,1.24673,1.40269,0.61605,0.47221,0.44726,0.23835,1.72454,1.34521,1.55823,0.00664336,0.00664336,0.00664336
170,6298.76,1.56107,1.26631,1.40857,0.66176,0.47413,0.44822,0.25578,1.72189,1.36445,1.54482,0.00662338,0.00662338,0.00662338
171,6334.59,1.54818,1.24373,1.40156,0.63505,0.48734,0.43034,0.23645,1.71762,1.36414,1.55081,0.0066034,0.0066034,0.0066034
172,6369.39,1.51905,1.23371,1.38694,0.63554,0.47512,0.43634,0.24074,1.741,1.36091,1.56201,0.00658342,0.00658342,0.00658342
173,6405.56,1.53993,1.24586,1.40349,0.50382,0.45826,0.46033,0.25032,1.72634,1.34194,1.53878,0.00656344,0.00656344,0.00656344
174,6440.68,1.54143,1.24465,1.40364,0.67001,0.45323,0.44489,0.24798,1.7412,1.36065,1.54896,0.00654346,0.00654346,0.00654346
175,6476.8,1.56166,1.25485,1.404,0.3739,0.56675,0.42925,0.22919,1.81399,1.40172,1.60118,0.00652348,0.00652348,0.00652348
176,6511.76,1.52541,1.23547,1.39899,0.61863,0.44412,0.44442,0.24669,1.72067,1.35098,1.5466,0.0065035,0.0065035,0.0065035
177,6547.43,1.55007,1.25193,1.40462,0.61944,0.48501,0.42751,0.23992,1.73379,1.36692,1.55345,0.00648352,0.00648352,0.00648352
178,6582.95,1.54199,1.25063,1.40094,0.66569,0.45587,0.44505,0.25365,1.71764,1.35607,1.54241,0.00646354,0.00646354,0.00646354
179,6618.86,1.54844,1.24371,1.40425,0.69931,0.45932,0.45536,0.25506,1.72877,1.34086,1.54617,0.00644356,0.00644356,0.00644356
